doc_id,record_type,doc_date,source_type,sender_role,subject,review_request,reference_responsive,reference_reason,construction_subtype,near_duplicate_of,text,author_note,construction_id,file_position
RYD-0216,review,2026-03-24,call note,program manager,routing item,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,We can use the annex classroom for the health workshop if the chairs are returned. Call me if anything is unclear.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0216,216
RYD-0217,review,2026-04-13,chat,operations coordinator,schedule follow-up,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,For today: After the help desk call restart the admissions voicemail greeting.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0217,217
RYD-0218,review,2026-04-05,meeting note,maintenance lead,payroll question,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Per scheduling: Move the name cards from the east classroom after class and save the unused blanks.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0218,218
RYD-0219,review,2026-04-17,meeting note,contract analyst,supervisor note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,I can update the mentor roster once Fiona confirms availability after her shift. Thanks.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0219,219
RYD-0220,review,2026-03-22,meeting note,shift planner,supervisor note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,"Following up: Use the yellow tabs for completion folders today, not the archived labels.","Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0220,220
RYD-0221,review,2026-04-28,ticket,records assistant,desk update,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Ask someone to confirm the guest speaker's preferred display adapter before the auditorium setup. Thanks.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0221,221
RYD-0222,review,2026-03-16,meeting note,warehouse supervisor,payroll question,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Can someone send me the list of available interview rooms before mentors choose slots? Call me if anything is unclear.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0222,222
RYD-0223,review,2026-03-04,call note,operations coordinator,routing item,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Forwarding from intake: Keep the extra bus passes with reception until Friday for learners joining midweek.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0223,223
RYD-0224,review,2026-05-25,email,shift planner,operations note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,"Monday update: If the vendor arrives late, have them unload by reception instead of blocking the dock.","Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0224,224
RYD-0225,review,2026-05-03,ticket,safety clerk,desk update,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,For today: After the employer breakfast match the invoice to the headcount.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0225,225
RYD-0226,review,2026-05-09,ticket,records assistant,desk update,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",keyword false hit,NA,Reminder: The fire inspection reminder was copied to all classroom leads.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0226,226
RYD-0227,review,2026-05-18,chat,safety clerk,visitor follow-up,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,uses indirect wording about hiding the requested inspection problem,vocabulary mismatch responsive,NA,For today: The draft route sheet tells too much about the missed check.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0227,227
RYD-0228,review,2026-04-09,ticket,records assistant,desk update,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Chat at noon: Do not forget the decaf order for the morning panel or the extra cups.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0228,228
RYD-0229,review,2026-04-03,email,contract analyst,operations note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,contains at least one predeclared keyword and is responsive to the request,keyword responsive,NA,Hold the Calder Yard inspection log until the client packet is final.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0229,229
RYD-0230,review,2026-05-17,email,maintenance lead,training room note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Please note: Tell catering that the morning panel needs decaf and extra sleeves for hot cups.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0230,230
RYD-0231,review,2026-04-02,meeting note,shift planner,supervisor note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Chat at noon: Do not move the appointment cards from the front counter before walk-in hours end.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0231,231
RYD-0232,review,2026-04-17,ticket,operations coordinator,supply note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",keyword false hit,NA,The library delayed our poster print job until next week.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0232,232
RYD-0233,review,2026-05-13,email,contract analyst,operations note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Please note: Tell the vendor where to unload snacks before noon so the ramp stays open.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0233,233
RYD-0234,review,2026-04-24,memo,contract analyst,support ticket,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,For today: Tell the program manager that the new table layout is ready for approval.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0234,234
RYD-0235,review,2026-03-16,meeting note,warehouse supervisor,payroll question,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,For today: After visitor hours check the east gate buzzer again. It sounded faint.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0235,235
RYD-0236,review,2026-03-26,email,warehouse supervisor,training room note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,uses indirect wording about hiding the requested inspection problem,vocabulary mismatch responsive,NA,The file export should hide the late safety check until we settle the wording. Thanks.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0236,236
RYD-0237,review,2026-03-11,chat,program manager,schedule follow-up,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",keyword false hit,NA,The transit delay notice should go on the bulletin board.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0237,237
RYD-0238,review,2026-04-10,ticket,operations coordinator,supply note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Reminder: Please send the updated classroom seating chart to reception so arrivals can be directed quickly.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0238,238
RYD-0239,review,2026-03-11,memo,contract analyst,support ticket,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,"Monday update: If the room warms up, open the side windows during the afternoon practice block.","Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0239,239
RYD-0240,review,2026-03-17,ticket,records assistant,desk update,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,contains at least one predeclared keyword and is responsive to the request,keyword responsive,NA,Ticket note: Move the inspection notes to the side folder and send the clean log to the contract team.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0240,240
